subscription_id,user_id,plan_id,start_date_id,end_date_id,status,cancellation_reason,duration_days
46,34,1,20230927,20231027,Cancelled,Technical issues,30
47,35,2,20230419,20230519,Expired,,30
48,36,3,20240915,20241015,Cancelled,No longer needed,30
49,37,3,20240706,20240805,Expired,,30
50,37,2,20240816,20241231,Active,,137
51,38,3,20240515,20240614,Cancelled,Not enough content,30
52,39,4,20231111,20231211,Expired,,30
53,39,1,20231225,20240124,xpired,,30
54,39,1,20240204,20241231,Active,,331
55,40,3,20230322,20230918,Cancelled,No longer needed,180
56,41,2,20240629,20240729,Expired,,30
57,42,4,20240716,20241231,Active,,168
58,43,4,20240309,20240905,Expired,,180
59,44,2,20241207,20241231,Active,,24
60,45,3,20241118,20241231,Active,,43
61,46,3,20240407,20240507,Expired,,30
62,47,2,20230122,20240117,Expired,,360
63,48,4,20230108,20230707,Cancelled,,180
64,49,4,20230311,20230410,Cancelled,No longer needed,30
65,50,4,20230901,20240228,Expired,,180
66,50,4,20240304,20240403,xpired,,30
67,50,1,20240406,20240705,Expired,,90
68,51,2,20230516,20240510,Expired,,360
69,51,4,20240516,20241112,Expired,,180
70,51,2,20241121,20241231,Active,,40
71,52,1,20240429,20241231,Active,,246
72,53,2,20230714,20231012,Expired,,90
73,53,1,20231027,20231126,Expired,,30
74,54,3,20240309,20240408,Expired,,30
75,55,4,20241120,20241231,Active,,41
76,56,2,20240217,20240318,Expired,,30
77,57,2,20230912,20240906,Expired,,360
78,57,4,20240913,20241231,Active,,109
79,58,3,20240308,20241231,Active,,298
80,59,2,20230319,20240313,Cancelled,,360
81,60,1,20230411,20231008,Cancelled,Technical issues,180
82,61,2,20230116,20230416,Expired,,90
83,62,2,20230620,20230720,Cancelled,,30
84,63,3,20240215,20240813,Expired,,180
85,64,2,20240204,20240305,Expired,,30
86,65,3,20231020,20231119,Expired,,30
87,65,3,20231125,20231225,Expired,,30
88,66,3,20240723,20241021,Cancelled,No longer needed,90
89,67,4,20231031,20231130,xpired,,30
90,67,4,20231204,20240601,Expired,,180
91,67,4,20240620,20240918,Cancelled,No longer needed,90
92,68,4,20240709,20241007,Expired,,90
93,68,3,20241011,20241110,Cancelled,,30
94,69,2,20240821,20241119,xpired,,90
95,70,4,20230611,20230909,xpired,,90
96,70,1,20230919,20231218,Cancelled,Too expensive,90
97,71,2,20230710,20240106,Expired,,180
98,71,2,20240108,20240207,Cancelled,Switched to competitor,30
99,72,1,20230829,20231127,xpired,,90
100,73,3,20230910,20231010,Expired,,30
101,74,4,20240305,20240901,Expired,,180
102,74,1,20240918,20241018,Expired,,30
103,74,3,20241021,20241120,Cancelled,Too expensive,30
104,75,4,20230925,20231025,Cancelled,Technical issues,30
105,76,3,20230929,20231228,Cancelled,,90
106,77,4,20240413,20240513,Expired,,30
107,78,1,20230110,20230209,Expired,,30
108,78,2,20230210,20230312,Expired,,30
109,79,3,20230413,20240407,Expired,,360
110,79,4,20240412,20240512,Cancelled,Too expensive,30
111,80,3,20230516,20230814,Expired,,90
112,80,4,20230830,20230929,Expired,,30
113,80,3,20231018,20240116,ancelled,No longer needed,90
114,81,3,20240114,20240712,Cancelled,,180
115,82,1,20241221,20241231,Active,,10
116,83,2,20241031,20241231,Active,,61
117,84,3,20231103,20240201,Expired,,90
118,84,2,20240221,20241231,Active,,314
119,85,1,20230928,20231028,Cancelled,Switched to competitor,30
120,86,4,20230609,20231206,Expired,,180
121,87,2,20231218,20240615,Expired,,180
122,88,1,20240601,20240701,Active,,30
123,89,1,20230222,20230324,Expired,,30
124,89,3,20230324,20230920,Cancelled,Switched to competitor,180
125,90,2,20230215,20230317,Expired,,30
126,90,1,20230328,20230626,Expired,,90
127,91,1,20230926,20231225,Expired,,90
128,91,2,20240108,20240207,Expired,,30
129,91,4,20240207,20240308,Cancelled,Not enough content,30
130,92,3,20240313,20240611,Cancelled,,90
131,93,2,20241208,20241231,ctive,,23
132,94,1,20240819,20240918,Expired,,30
133,94,4,20241002,20241101,Expired,,30
134,95,1,20231112,20240210,Expired,,90
135,96,3,20230210,20230312,Expired,,30
136,96,2,20230318,20230914,Expired,,180
137,96,1,20231004,20240928,Expired,,360
138,97,2,20230416,20230516,Cancelled,Not enough content,30
139,98,4,20240221,20241231,Active,,314
140,99,2,20230831,20231129,Expired,,90
141,99,4,20231210,20240109,xpired,,30
142,100,3,20240227,20240328,Expired,,30
143,100,4,20240412,20240711,Expired,,90
144,101,2,20240226,20240526,Expired,,90
145,102,2,20231001,20231031,Cancelled,Switched to competitor,30
146,103,2,20230209,20240204,Cancelled,Technical issues,360
147,104,1,20240416,20241013,Expired,,180
148,105,1,20230822,20240816,Expired,,360
149,105,3,20240816,20241231,Active,,137
150,106,3,20231203,20240531,Expired,,180
151,106,4,20240611,20241231,ctive,,203
152,107,3,20231013,20240410,Expired,,180
153,107,2,20240413,20241010,Expired,,180
154,107,1,20241016,20241231,Active,,76
155,108,3,20240703,20240802,xpired,,30
156,109,1,20230925,20231025,Expired,,30
157,109,3,20231025,20231124,Cancelled,Not enough content,30
158,110,1,20230209,20230808,Expired,,180
159,110,1,20230820,20240814,xpired,,360
160,110,3,20240826,20240925,Cancelled,,30
161,111,1,20231118,20240516,Expired,,180
162,111,3,20240531,20240829,Cancelled,,90
163,112,1,20240130,20240728,Expired,,180
164,113,4,20240322,20240421,Cancelled,,30
165,114,4,20241204,20241231,Active,,27
166,115,1,20230721,20240117,Cancelled,,180
167,116,1,20231205,20240304,Cancelled,,90
168,117,1,20231104,20231204,Expired,,30
169,117,1,20231222,20241216,Expired,,360
170,118,2,20240217,20240815,Cancelled,,180
171,119,1,20240306,20240604,Expired,,90
172,120,2,20230628,20231225,Cancelled,Switched to competitor,180
173,121,3,20230101,20230630,Expired,,180
174,121,1,20230704,20230803,Expired,,30
175,122,2,20240816,20241231,Active,,137
176,123,2,20240328,20240626,Expired,,90
177,123,4,20240714,20240813,Expired,,30
178,124,1,20230623,20230723,Cancelled,Too expensive,30
179,125,4,20241010,20241109,Expired,,30
180,126,1,20230829,20240225,Expired,,180
181,126,4,20240304,20241231,Active,,302
182,127,3,20230531,20230829,Expired,,90
183,128,2,20240917,20241017,Cancelled,Not enough content,30
184,129,4,20240812,20241231,Active,,141
185,130,2,20240214,20241231,Active,,321
186,131,2,20230420,20230520,xpired,,30
187,131,1,20230601,20230830,Cancelled,Too expensive,90
188,132,1,20241213,20241231,Active,,18
189,133,4,20230505,20230604,Cancelled,,30
190,134,1,20240627,20240727,Cancelled,Not enough content,30
191,135,2,20240329,20240428,Expired,,30
192,136,2,20240312,20240411,Expired,,30
193,137,3,20240501,20240531,Expired,,30
194,137,1,20240613,20241210,Cancelled,,180
195,138,2,20241014,20241231,Active,,78
196,139,2,20241003,20241231,Active,,89
197,140,2,20231020,20231119,Expired,,30
198,141,4,20240707,20241231,Active,,177
199,142,2,20241211,20241231,ctive,,20
200,143,3,20240222,20240522,Expired,,90
201,144,4,20230731,20240725,Expired,,360
202,144,2,20240812,20241231,Active,,141
203,145,1,20241213,20241231,Active,,18
204,146,3,20240125,20241231,ctive,,341
205,147,2,20240204,20241231,Active,,331
206,148,3,20240909,20241231,Active,,113
207,149,3,20240512,20241231,Active,,233
208,150,2,20240219,20240519,Cancelled,,90
209,151,3,20230511,20230610,Expired,,30
210,151,2,20230628,20230728,Expired,,30
211,152,2,20240829,20240928,Expired,,30
212,152,3,20241018,20241117,Expired,,30
213,153,2,20240314,20240910,Expired,,180
214,153,4,20240918,20241231,Active,,104
215,154,3,20230924,20231024,Expired,,30
216,155,1,20231212,20240111,Cancelled,No longer needed,30
217,156,3,20240307,20241231,Active,,299
218,157,4,20240706,20241231,Active,,178
219,158,4,20241027,20241126,Active,,30
220,159,3,20230201,20230303,Cancelled,Not enough content,30
221,160,3,20230606,20230706,Expired,,30
222,160,2,20230719,20230818,Expired,,30
223,160,1,20230905,20231005,Cancelled,No longer needed,30
224,161,2,20240731,20240830,Expired,,30
225,161,3,20240917,20241231,ctive,,105
226,162,2,20240113,20240212,Expired,,30
227,162,2,20240222,20240323,Expired,,30
228,162,2,20240404,20241231,Active,,271
229,163,3,20230428,20231025,Expired,,180
230,163,4,20231101,20231201,Cancelled,Switched to competitor,30
231,164,3,20230127,20230226,Expired,,30
232,164,4,20230307,20240301,Expired,,360
233,164,4,20240313,20240412,Cancelled,Not enough content,30
234,165,4,20240120,20240219,xpired,,30
235,166,4,20240829,20240928,Expired,,30
236,166,2,20241006,20241231,Active,,86
237,167,3,20241214,20241231,Active,,17
238,168,4,20230504,20231031,xpired,,180
239,169,4,20240314,20240413,Expired,,30
240,170,3,20231216,20240613,Expired,,180
241,170,2,20240622,20241219,Expired,,180
242,171,1,20230419,20240413,Cancelled,Not enough content,360
243,172,4,20240415,20241231,ctive,,260
244,173,1,20240618,20241215,Expired,,180
245,174,1,20240705,20241231,Active,,179
246,175,3,20240829,20241231,Active,,124
247,176,2,20230330,20230429,xpired,,30
248,177,1,20240420,20240520,Expired,,30
249,177,1,20240606,20240904,Cancelled,No longer needed,90
250,178,2,20230130,20230729,Cancelled,Switched to competitor,180
251,179,2,20230806,20240731,Cancelled,Not enough content,360
252,180,2,20240902,20241201,Expired,,90
253,181,2,20240613,20240713,Expired,,30
254,182,1,20240515,20240614,Cancelled,Switched to competitor,30
255,183,3,20241023,20241122,Expired,,30
256,183,2,20241127,20241227,Cancelled,Switched to competitor,30
257,184,1,20230406,20240331,Expired,,360
258,185,2,20231110,20231210,Expired,,30
259,186,3,20240627,20241231,Active,,187
260,187,2,20231205,20240104,Expired,,30
261,188,1,20230915,20231015,Expired,,30
262,189,4,20230503,20240427,Expired,,360
263,190,4,20230709,20240703,Expired,,360
264,190,3,20240723,20241231,Active,,161
265,191,3,20240826,20241231,Active,,127
266,192,4,20230718,20230817,Expired,,30
267,192,1,20230823,20240817,Expired,,360
268,193,4,20230115,20230714,Cancelled,,180
269,194,2,20230225,20230327,Cancelled,Switched to competitor,30
270,195,2,20241015,20241231,Active,,77
271,196,4,20231019,20240117,Expired,,90
272,196,4,20240131,20240430,Expired,,90
273,197,1,20230222,20230324,Expired,,30
274,197,1,20230413,20230712,xpired,,90
275,197,4,20230723,20240119,Expired,,180
276,198,3,20230308,20230606,Expired,,90
277,199,4,20241203,20241231,Active,,28
278,200,2,20231108,20231208,Expired,,30
279,200,3,20231212,20240111,Cancelled,Technical issues,30
280,201,1,20240302,20240829,Expired,,180
281,201,4,20240917,20241216,Expired,,90
282,202,1,20240619,20241216,Expired,,180
283,202,1,20241229,20241231,Active,,2
284,203,2,20240825,20241231,ctive,,128
285,204,3,20240916,20241016,Expired,,30
286,204,1,20241022,20241231,ctive,,70
287,205,2,20241002,20241101,Cancelled,Too expensive,30
288,206,4,20230903,20240828,Expired,,360
289,206,4,20240901,20241231,Active,,121
290,207,1,20240223,20240324,Expired,,30
291,207,3,20240325,20240921,Expired,,180
292,207,4,20240928,20241028,Expired,,30
293,208,4,20230203,20230504,Expired,,90
294,208,4,20230515,20230813,Expired,,90
295,209,3,20240409,20241231,Active,,266
296,210,3,20241002,20241231,Active,,90
297,211,4,20240311,20240907,Cancelled,No longer needed,180
298,212,1,20230930,20240924,Cancelled,No longer needed,360
299,213,2,20231111,20231211,Expired,,30
300,213,4,20231218,20240117,Expired,,30
301,214,3,20231023,20240420,Expired,,180
302,215,3,20241217,20241231,Active,,14
303,216,3,20240520,20240619,Expired,,30
304,216,2,20240702,20241229,Active,,180
305,217,1,20240318,20240616,Cancelled,,90
306,218,2,20230404,20231001,Expired,,180
307,219,2,20240812,20241110,Cancelled,,90
308,220,1,20241119,20241219,Cancelled,Too expensive,30
309,221,4,20230629,20230729,Expired,,30
310,222,2,20231012,20231111,Expired,,30
311,222,1,20231116,20231216,Cancelled,,30
312,223,1,20240518,20240617,ancelled,No longer needed,30
313,224,1,20231125,20231225,Expired,,30
314,224,2,20231231,20240628,Expired,,180
315,224,1,20240713,20241011,Expired,,90
316,225,1,20240226,20241231,Active,,309
317,226,3,20240215,20240316,Expired,,30
318,227,4,20230916,20231016,Cancelled,No longer needed,30
319,228,2,20240610,20241207,xpired,,180
320,229,3,20240228,20240528,Expired,,90
321,230,2,20240525,20240823,Expired,,90
322,231,2,20231001,20231031,Cancelled,Too expensive,30
323,232,2,20241216,20241231,Active,,15
324,233,3,20240915,20241214,Expired,,90
325,234,4,20230115,20230714,Cancelled,No longer needed,180
326,235,4,20230427,20230527,xpired,,30
327,235,2,20230608,20230906,Cancelled,Too expensive,90
328,236,4,20230607,20230707,Expired,,30
329,236,4,20230721,20231019,Expired,,90
330,236,4,20231029,20240127,Expired,,90
331,237,1,20241223,20241231,Active,,8
332,238,3,20240428,20240528,Cancelled,Switched to competitor,30
333,239,4,20230715,20231013,Expired,,90
334,239,4,20231018,20231117,Expired,,30
335,239,3,20231207,20240306,xpired,,90
336,240,1,20230313,20230909,Expired,,180
337,241,2,20231215,20240114,xpired,,30
338,241,3,20240130,20241231,ctive,,336
339,242,2,20231102,20240430,Expired,,180
340,243,4,20230602,20240527,Expired,,360
341,243,4,20240613,20240713,Cancelled,Too expensive,30
342,244,1,20240719,20241231,Active,,165
343,245,2,20230713,20231011,Expired,,90
344,245,4,20231018,20240116,xpired,,90
345,245,1,20240205,20240306,Expired,,30
346,246,3,20240225,20240326,Expired,,30
347,247,2,20240126,20240724,Expired,,180
348,247,1,20240725,20241023,Expired,,90
349,248,1,20241029,20241231,Active,,63
350,249,3,20240529,20241231,Active,,216
351,250,2,20240326,20241231,Active,,280
352,251,1,20230528,20230627,xpired,,30
353,252,2,20230318,20240312,Expired,,360
354,252,4,20240312,20240411,xpired,,30
355,252,4,20240418,20240518,Cancelled,No longer needed,30
356,253,3,20240930,20241231,Active,,92
357,254,3,20231203,20240102,Expired,,30
358,254,3,20240111,20241231,Active,,355
359,255,2,20231121,20231221,Expired,,30
360,256,1,20240708,20241006,Expired,,90
361,256,4,20241009,20241231,Active,,83
362,257,4,20241201,20241231,Active,,30
363,258,3,20240320,20240419,ancelled,Not enough content,30
364,259,2,20230413,20240407,Expired,,360
365,259,1,20240407,20240507,Cancelled,,30
366,260,2,20230130,20230729,Expired,,180
367,260,3,20230818,20230917,Cancelled,,30
368,261,1,20240103,20241228,Active,,360
369,262,2,20240226,20241231,Active,,309
370,263,2,20230629,20231226,Expired,,180
371,264,3,20241130,20241230,Active,,30
372,265,4,20230826,20230925,Cancelled,,30
373,266,3,20241113,20241231,Active,,48
374,267,4,20231022,20231121,Cancelled,Not enough content,30
375,268,1,20231220,20241214,Cancelled,,360
376,269,3,20241207,20241231,Active,,24
377,270,3,20240129,20240228,xpired,,30
378,270,3,20240312,20240411,Expired,,30
379,270,3,20240412,20240512,Expired,,30
380,271,3,20240103,20240402,Expired,,90
381,272,3,20230123,20230222,Expired,,30
382,273,1,20241203,20241231,Active,,28
383,274,2,20240523,20240622,Expired,,30
384,275,1,20231227,20240326,Cancelled,No longer needed,90
385,276,1,20241125,20241225,Expired,,30
386,277,2,20230521,20230620,Cancelled,Not enough content,30
387,278,3,20230210,20240205,Expired,,360
388,279,1,20240109,20240408,Expired,,90
389,279,1,20240421,20240720,Cancelled,Too expensive,90
390,280,1,20231201,20231231,Expired,,30
391,281,4,20240706,20241231,Active,,178
392,282,2,20230618,20230718,Cancelled,Switched to competitor,30
393,283,1,20231030,20231129,Expired,,30
394,284,2,20240424,20241231,Active,,251
395,285,1,20241123,20241231,Active,,38
396,286,4,20240724,20241231,Active,,160
397,287,4,20230928,20231028,Expired,,30
398,288,4,20241119,20241231,Active,,42
399,289,2,20240116,20241231,Active,,350
400,290,4,20240926,20241225,Expired,,90
401,291,4,20241025,20241231,Active,,67
402,292,2,20241218,20241231,Active,,13
403,293,2,20230216,20230318,Expired,,30
404,294,1,20230410,20230510,Expired,,30
405,294,2,20230514,20230812,Expired,,90
406,294,1,20230830,20230929,Expired,,30
407,295,4,20240409,20240509,xpired,,30
408,295,2,20240523,20240622,Expired,,30
409,296,3,20240707,20241231,Active,,177
410,297,4,20240229,20240330,Expired,,30
411,298,3,20240222,20240323,Expired,,30
412,299,4,20240330,20240926,Expired,,180
413,299,1,20241009,20241231,Active,,83
414,300,1,20230412,20231009,Expired,,180
415,300,4,20231015,20231114,Expired,,30
416,301,2,20241022,20241231,Active,,70
417,302,1,20230506,20240430,xpired,,360
418,303,4,20241016,20241115,Expired,,30
419,303,4,20241123,20241231,Active,,38
420,304,2,20231208,20240107,Expired,,30
421,305,2,20230730,20240724,Expired,,360
422,306,3,20240823,20241121,Expired,,90
423,307,3,20230601,20231128,Expired,,180
424,307,1,20231216,20240115,Expired,,30
425,307,2,20240123,20241231,Active,,343
426,308,2,20230529,20231125,Expired,,180
427,308,2,20231125,20231225,Cancelled,,30
428,309,4,20230423,20230523,Cancelled,No longer needed,30
429,310,3,20240102,20240401,Expired,,90
430,311,3,20230929,20231029,xpired,,30
431,311,2,20231117,20231217,xpired,,30
432,311,3,20231227,20240624,Expired,,180
433,312,2,20230427,20231024,Expired,,180
434,313,1,20240106,20241231,Active,,360
435,314,2,20230815,20240211,Expired,,180
436,314,1,20240213,20241231,Active,,322
437,315,2,20241105,20241205,Expired,,30
438,315,1,20241208,20241231,Active,,23
439,316,3,20230201,20240127,Expired,,360
440,317,3,20240312,20240411,Expired,,30
441,318,2,20240330,20240429,Expired,,30
442,319,1,20230601,20231128,Expired,,180
443,320,3,20240822,20240921,Expired,,30
444,320,2,20241009,20241231,Active,,83
445,321,3,20240903,20241202,Expired,,90
446,322,1,20240316,20240415,Expired,,30
447,322,1,20240503,20240801,Cancelled,Switched to competitor,90
448,323,2,20241101,20241201,Expired,,30
449,324,4,20230809,20230908,Expired,,30
450,325,1,20231214,20240113,Expired,,30
451,326,3,20231117,20240515,Expired,,180
452,326,2,20240517,20241113,ancelled,Switched to competitor,180
453,327,2,20230606,20231203,Cancelled,Switched to competitor,180
454,328,4,20230329,20230428,Expired,,30
455,329,3,20240117,20241231,Active,,349
456,330,3,20240729,20241231,Active,,155
457,331,2,20231229,20240626,Expired,,180
458,332,3,20230222,20230523,Cancelled,Technical issues,90
459,333,2,20240814,20241231,Active,,139
460,334,1,20230818,20240812,Cancelled,Switched to competitor,360
461,335,1,20230428,20240422,Expired,,360
462,336,2,20240728,20240827,Expired,,30
463,337,2,20230127,20230226,Expired,,30
464,338,1,20231001,20231031,Expired,,30
465,339,1,20231113,20240211,Cancelled,Switched to competitor,90
466,340,4,20230527,20231123,Expired,,180
467,340,2,20231129,20231229,Expired,,30
468,341,4,20241010,20241109,Expired,,30
469,342,3,20240121,20240719,Cancelled,No longer needed,180
470,343,1,20231116,20231216,Expired,,30
471,344,1,20240902,20241002,xpired,,30
472,344,1,20241022,20241121,Expired,,30
473,345,4,20240924,20241231,Active,,98
474,346,1,20241108,20241208,Expired,,30
475,346,4,20241218,20241231,Active,,13
476,347,3,20231007,20240105,Cancelled,Switched to competitor,90
477,348,4,20240316,20240415,Expired,,30
478,349,2,20240513,20240612,Expired,,30
479,349,1,20240621,20240919,xpired,,90
480,349,4,20240920,20241231,Active,,102
481,350,3,20240209,20240310,xpired,,30
482,350,3,20240330,20240429,Cancelled,No longer needed,30
483,351,4,20230805,20240730,Cancelled,,360
484,352,2,20230503,20230801,xpired,,90
485,352,3,20230802,20231031,Expired,,90
486,353,1,20230513,20240507,Expired,,360
487,353,4,20240527,20240626,Expired,,30
488,354,4,20240726,20241231,Active,,158
489,355,2,20230213,20230315,Cancelled,No longer needed,30
490,356,4,20231117,20240215,Expired,,90
491,357,1,20241017,20241231,Active,,75
492,358,2,20231129,20241123,Expired,,360
493,358,2,20241208,20241231,Active,,23
494,359,1,20241207,20241231,Active,,24
495,360,2,20230907,20240305,Expired,,180
496,360,2,20240314,20241231,Active,,292
497,361,4,20240210,20240510,Expired,,90
498,361,4,20240517,20240616,xpired,,30
499,361,4,20240702,20240801,Cancelled,No longer needed,30
500,362,4,20230622,20230920,Expired,,90
501,363,3,20240606,20240904,Expired,,90
502,364,2,20241022,20241231,Active,,70
503,365,3,20230722,20240716,Expired,,360
504,365,2,20240725,20240824,Expired,,30
505,366,4,20241102,20241231,Active,,59
506,367,1,20240520,20240619,xpired,,30
507,368,2,20240404,20240703,Cancelled,Switched to competitor,90
508,369,3,20241012,20241111,Cancelled,Too expensive,30
509,370,2,20231120,20231220,Expired,,30
510,370,3,20231226,20240125,Expired,,30
511,370,3,20240202,20240303,Cancelled,Technical issues,30
512,371,1,20241008,20241107,Expired,,30
513,372,1,20231227,20241221,Expired,,360
514,372,2,20241227,20241231,Active,,4
515,373,4,20230208,20230310,Cancelled,,30
516,374,4,20241022,20241121,Expired,,30
517,374,4,20241123,20241231,Active,,38
518,375,4,20240418,20241231,Active,,257
519,376,1,20230212,20230314,Expired,,30
520,377,1,20230712,20240706,Cancelled,,360
521,378,1,20230305,20230404,xpired,,30
522,379,4,20231218,20240317,Expired,,90
523,380,1,20230210,20230809,Expired,,180
524,381,4,20240620,20240918,xpired,,90
525,382,1,20231017,20240115,Expired,,90
526,383,3,20240904,20241004,Expired,,30
527,383,2,20241011,20241231,ctive,,81
528,384,2,20230309,20230905,Cancelled,Switched to competitor,180
529,385,2,20231018,20231117,ancelled,No longer needed,30
530,386,1,20240909,20241009,Expired,,30
531,386,3,20241010,20241109,Expired,,30
532,387,3,20230525,20230624,xpired,,30
533,388,4,20241109,20241231,Active,,52
534,389,1,20230328,20230427,Expired,,30
535,389,1,20230510,20230609,Expired,,30
536,390,2,20231203,20240302,Cancelled,Not enough content,90
537,391,4,20241202,20241231,Active,,29
538,392,1,20240604,20240704,Expired,,30
539,393,3,20230808,20230907,Expired,,30
540,394,4,20230820,20240814,Cancelled,,360
541,395,2,20230414,20240408,Cancelled,No longer needed,360
542,396,1,20240623,20240723,Cancelled,Too expensive,30
543,397,2,20240924,20241223,Cancelled,,90
544,398,2,20230705,20240101,Cancelled,Technical issues,180
545,399,1,20230619,20230719,Cancelled,,30
546,400,1,20241123,20241231,ctive,,38
547,401,1,20231019,20240117,Cancelled,Switched to competitor,90
548,402,3,20230902,20240827,Expired,,360
549,403,4,20230718,20240712,xpired,,360
550,404,4,20240327,20240426,Expired,,30
551,405,3,20240529,20241231,Active,,216
552,406,2,20230724,20231022,Expired,,90
553,407,3,20241018,20241231,Active,,74
554,408,2,20230416,20230516,Cancelled,Technical issues,30
555,409,4,20231019,20240416,Expired,,180
556,410,4,20240609,20241231,Active,,205
557,411,2,20230816,20240212,Expired,,180
558,412,1,20240229,20240827,ancelled,Technical issues,180
559,413,2,20240131,20240430,Expired,,90
560,413,3,20240519,20240618,Expired,,30
561,414,1,20230412,20230711,Expired,,90
562,414,4,20230722,20230821,Expired,,30
563,415,4,20230521,20230819,Cancelled,Switched to competitor,90
564,416,2,20241213,20241231,Active,,18
565,417,4,20240922,20241231,Active,,100
566,418,2,20230809,20230908,Expired,,30
567,418,1,20230921,20231021,Expired,,30
568,419,3,20240624,20240724,Cancelled,Technical issues,30
569,420,2,20231105,20231205,Expired,,30
570,420,3,20231214,20240113,Expired,,30
571,420,4,20240118,20240217,Cancelled,,30
572,421,1,20240929,20241029,Expired,,30
573,421,2,20241110,20241210,Cancelled,Technical issues,30
574,422,1,20240526,20240625,Expired,,30
575,422,1,20240707,20241231,Active,,177
576,423,1,20240811,20241109,Cancelled,,90
577,424,2,20230102,20231228,Expired,,360
578,425,2,20230711,20230810,Expired,,30
579,426,3,20240105,20240204,Expired,,30
580,427,3,20240603,20241130,Cancelled,,180
581,428,4,20230214,20230316,Expired,,30
582,428,1,20230327,20240321,Expired,,360
583,429,4,20230117,20230716,Expired,,180
584,430,1,20241103,20241231,Active,,58
585,431,3,20231207,20240106,Expired,,30
586,432,2,20241020,20241119,Expired,,30
587,432,3,20241129,20241229,Cancelled,,30
588,433,1,20241213,20241231,Active,,18
589,434,1,20230306,20230405,Expired,,30
590,435,2,20231028,20240425,Cancelled,,180
591,436,3,20230212,20230811,Cancelled,Technical issues,180
592,437,3,20240710,20241008,Cancelled,Too expensive,90
593,438,3,20230715,20230814,Cancelled,,30
594,439,1,20241102,20241231,Active,,59
595,440,2,20240323,20240919,Cancelled,No longer needed,180
596,441,4,20240131,20241231,Active,,335
597,442,4,20240524,20241231,Active,,221
598,443,2,20230326,20230425,Expired,,30
599,443,2,20230513,20230612,Expired,,30
600,444,2,20230704,20240628,Expired,,360
601,445,4,20231202,20240101,Expired,,30
602,446,2,20240312,20240411,Expired,,30
603,446,3,20240416,20241013,Cancelled,Technical issues,180
604,447,1,20230213,20230812,Expired,,180
605,448,4,20240321,20240917,Expired,,180
606,448,4,20240920,20241231,Active,,102
607,449,2,20230228,20230827,Expired,,180
608,450,3,20240609,20240709,xpired,,30
609,450,1,20240713,20240812,ancelled,,30
610,451,1,20230527,20231123,Expired,,180
611,452,3,20230510,20240504,Expired,,360
612,453,4,20240106,20241231,Active,,360
613,454,2,20230607,20230707,Expired,,30
614,455,4,20240330,20240926,Expired,,180
615,456,3,20240212,20240313,Expired,,30
616,457,1,20230427,20230527,Cancelled,Too expensive,30
617,458,2,20240201,20241231,Active,,334
618,459,3,20241221,20241231,Active,,10
619,460,3,20241211,20241231,Active,,20
620,461,1,20230317,20230416,Cancelled,,30
621,462,4,20230331,20230430,Expired,,30
622,463,2,20241114,20241214,Expired,,30
623,464,4,20231025,20231124,Expired,,30
624,464,1,20231129,20241123,xpired,,360
625,465,1,20241218,20241231,Active,,13
626,466,2,20230818,20240812,Expired,,360
627,467,2,20230831,20230930,Cancelled,Technical issues,30
628,468,3,20240113,20241231,Active,,353
629,469,2,20240918,20241217,Cancelled,No longer needed,90
630,470,4,20240505,20241101,xpired,,180
