movie_id,title,genre,language,content_type,release_year,runtime_minutes,imdb_rating,budget_tier
113,Number catch,Documentary,Spanish,Movie,2017,89,8.6,Blockbuster
114,Reason around,Drama,Hindi,Movie,2000,146,9.1,Low
115,Institution record back,Horror,Hindi,Series,2022,27,8.2,Low
116,Radio kind imagine,Horror,Hindi,Series,2000,60,7.4,Blockbuster
117,Cost article,Animation,Hindi,Series,2008,45,6.5,Low
118,I clear,Documentary,English,Movie,2004,172,7.3,High
119,Matter,Crime,Hindi,Series,2023,43,6.0,Mid
120,Want oil,Animation,French,Series,2016,33,6.0,High
121,Short meeting,Romance,Spanish,Movie,2010,139,4.2,Mid
122,Bag yet staff us,Reality,English,Series,2018,28,6.2,Mid
123,Build child reflect,Horror,English,Movie,1995,120,3.3,Blockbuster
124,Significant do,Horror,English,Movie,1997,80,6.6,High
125,Leader trial,Thriller,English,Movie,2017,92,6.3,Blockbuster
126,Untitled #126,Drama,Korean,Series,2014,49,8.5,Mid
127,State final energy,Fantasy,Hindi,Series,2012,34,5.1,High
128,Onto citizen deal,Thriller,Hindi,Series,2003,38,5.3,Blockbuster
129,Movie west doctor this,Romance,German,Series,2006,59,6.6,Blockbuster
130,Whatever few,Animation,English,Series,2012,32,6.6,Low
131,Realize both grow not,Comedy,German,Movie,2018,107,7.8,High
132,Last yes out,Crime,English,Movie,1998,96,7.7,Blockbuster
133,Pay standard,Crime,English,Movie,2014,115,5.6,Blockbuster
134,Couple happy you,Drama,English,Movie,2020,109,5.5,Mid
135,Class yourself discussion,Crime,English,Series,1999,29,6.9,Mid
136,Score everyone skill,Drama,English,Series,2005,24,6.5,Low
137,Save,Horror,Spanish,Movie,2008,165,6.9,Blockbuster
138,Situation really,Animation,English,Series,2019,27,7.0,Mid
139,Letter much,Documentary,English,Movie,2019,129,8.1,Blockbuster
140,Likely team accept,Animation,English,Series,2005,53,7.8,Low
141,West even develop,Thriller,Hindi,Movie,2000,161,7.8,High
142,Gas population,Documentary,English,Movie,2012,136,7.5,Blockbuster
143,Tell serve TV bill,Romance,English,Movie,2016,95,6.7,Blockbuster
144,Think ok,Action,Spanish,Series,1995,43,8.0,Blockbuster
145,Top pressure,Sci-fi,English,Series,2018,47,6.2,Mid
146,Forget current,Thriller,English,Movie,2007,127,7.7,Mid
147,Simple boy approach,Drama,English,Movie,2001,136,7.3,High
148,With include fear land,Drama,English,Series,2013,39,6.2,High
149,Democrat,Sci-fi,English,Series,2024,36,6.7,Low
150,Must,Drama,English,Series,2015,37,6.3,Blockbuster
151,Much military together which,Reality,Hindi,Movie,2017,112,8.1,High
152,Lawyer I,Crime,Japanese,Series,2021,21,8.1,Blockbuster
153,Close watch nearly,Fantasy,English,Series,2009,51,4.2,Mid
154,Strategy successful,Fantasy,Hindi,Movie,2019,149,6.1,Low
155,Sell air sure,Drama,Hindi,Movie,2014,171,6.8,Mid
156,Challenge medical often,Action,French,Series,2022,28,7.7,Low
157,Week contain positive,Comedy,Hindi,Movie,1996,136,4.9,Low
158,Every away music institution,Animation,French,Series,2003,32,5.4,Low
159,Rate rest this his,Fantasy,English,Movie,2022,120,5.8,Mid
160,Commercial line,Crime,English,Series,2018,43,6.6,Low
161,Car newspaper most,Documentary,English,Movie,2008,165,8.1,Low
162,Education,Animation,Japanese,Movie,1999,173,5.5,High
163,Build arm serious compare,Horror,Hindi,Series,1996,37,7.8,Mid
164,Create top enough,Documentary,English,Series,2000,60,5.8,Low
165,Despite sort,Animation,English,Series,2006,27,7.1,High
166,Picture contain education,Reality,English,Movie,1997,152,6.9,Blockbuster
167,Quite themselves tonight,Comedy,English,Series,2000,25,5.0,Mid
168,Condition save,Fantasy,English,Series,1995,30,7.2,Low
169,Specific us,Sci-fi,English,Movie,2009,90,5.2,Mid
170,Fear price,Fantasy,German,Movie,2015,104,6.3,Mid
171,Democrat others one,Documentary,Spanish,Series,2017,38,7.1,Mid
172,Whatever learn,Crime,French,Movie,2005,132,6.2,Mid
173,Across necessary,Romance,Hindi,Movie,2023,105,7.8,Mid
174,Now if,Romance,Spanish,Movie,2017,136,6.4,High
175,Economic heavy,Sci-fi,Korean,Movie,2013,126,6.6,High
176,A truth family,Animation,German,Movie,2009,160,7.8,Mid
177,Five such through,Crime,Hindi,Movie,2007,99,8.7,Mid
178,Among great,Documentary,French,Movie,2006,162,7.6,High
179,Eight senior record,Reality,English,Movie,2011,150,6.2,High
180,Smile single everything,Thriller,Spanish,Movie,2003,107,8.2,Blockbuster
181,Eight,Comedy,German,Series,2011,60,6.3,Mid
182,Still evening theory,Horror,Spanish,Series,2013,40,8.0,High
183,National budget them,Fantasy,German,Movie,2013,84,3.2,High
184,Later marriage military,Fantasy,Hindi,Series,2006,20,7.1,Mid
185,Voice hundred,Sci-fi,Hindi,Movie,2005,162,7.4,Low
186,Yourself whether,Sci-fi,Korean,Series,2004,30,7.5,Blockbuster
187,Into high,Drama,German,Movie,2009,158,6.7,Blockbuster
188,Page person more,Reality,Japanese,Movie,2008,173,6.9,Blockbuster
189,One can,Thriller,German,Series,2003,43,6.9,High
190,Financial staff whose talk,Documentary,Hindi,Series,2004,22,7.9,Mid
191,Care anything,Animation,Korean,Movie,1998,133,9.2,Blockbuster
192,Control modern,Crime,Hindi,Movie,2007,155,6.9,Low
193,Close improve,Action,English,Movie,2024,118,6.4,Mid
194,Can himself huge whom,Crime,English,Series,2019,28,6.3,Mid
195,On computer throughout,Drama,Spanish,Movie,1997,119,5.6,Mid
196,Particular operation threat,Horror,French,Series,2007,30,7.2,Blockbuster
197,Price child trip owner,Action,English,Movie,2001,102,6.2,High
198,Easy fly need,Action,Spanish,Movie,2002,106,7.1,Blockbuster
199,Tend hundred method,Thriller,Hindi,Movie,1999,167,5.0,High
200,Late cost trouble,Action,French,Series,2006,26,7.9,Blockbuster
201,Activity building effort,Documentary,French,Movie,2017,107,6.3,Blockbuster
202,Any way,Horror,Hindi,Series,2017,35,6.9,Low
203,Time spend,Sci-fi,Hindi,Movie,2019,97,4.6,Blockbuster
204,Force owner,Romance,French,Series,2021,47,6.2,Blockbuster
205,Wish outside,Sci-fi,Japanese,Series,2010,57,7.8,Low
206,Yard I,Crime,Korean,Movie,2000,178,5.7,Mid
207,Above,Sci-fi,Japanese,Movie,2011,80,6.6,Blockbuster
208,Face anyone,Fantasy,Hindi,Movie,2002,97,8.3,Blockbuster
209,Upon chair pay,Thriller,Hindi,Movie,2004,135,9.8,Low
210,What figure,Fantasy,German,Series,2000,47,7.5,Mid
211,Table that,Documentary,Hindi,Movie,2016,141,4.7,Low
212,Audience feel admit,Documentary,Hindi,Series,2000,30,5.7,Blockbuster
213,Specific many charge,Comedy,German,Movie,2009,90,6.4,High
214,Like almost party,Comedy,Hindi,Series,2015,45,7.1,Low
215,Popular strategy himself,Action,English,Movie,2013,144,4.4,Blockbuster
216,Score project,Drama,Korean,Movie,2010,163,6.6,Blockbuster
217,Father activity,Drama,English,Series,2004,47,5.2,High
218,Wide power area consumer,Comedy,English,Movie,2014,137,8.0,High
219,Story all usually,Reality,English,Movie,2005,148,5.6,High
220,Into wall bill,Action,Spanish,Movie,2008,148,7.2,Blockbuster
221,Next per,Comedy,English,Movie,1999,80,5.8,High
222,Trip nothing,Reality,Hindi,Series,2013,36,8.0,Mid
223,Tv without almost,Crime,Hindi,Movie,2018,138,5.7,Blockbuster
224,I capital above,Romance,Spanish,Movie,1996,95,7.8,Blockbuster
225,Probably early very,Drama,Hindi,Movie,2023,156,6.7,High
226,Past important view,Sci-fi,Hindi,Series,2016,38,9.2,Low
227,Occur within check,Action,Korean,Series,2004,42,9.0,Blockbuster
228,Support according,Sci-fi,Hindi,Series,2004,60,7.2,Low
229,Somebody film,Sci-fi,French,Movie,2018,84,6.0,Blockbuster
230,Building clear,Comedy,English,Series,2012,26,7.0,Mid
231,Who prevent,Fantasy,French,Series,2010,47,5.2,High
232,Produce firm identify,Horror,English,Movie,2017,159,8.9,Mid
233,Area,Reality,Hindi,Movie,2021,147,7.1,Blockbuster
234,Majority cultural college,Sci-fi,French,Series,2006,22,5.9,Mid
235,Wrong glass difficult,Reality,Hindi,Series,2015,26,5.9,Blockbuster
236,Serious seven,Reality,Hindi,Movie,1997,123,6.3,High
237,Whole chair,Drama,Spanish,Movie,2000,175,6.9,High
238,Street season on,Reality,German,Movie,2023,90,8.6,Blockbuster
239,Opportunity middle,Thriller,Japanese,Movie,2013,113,6.6,High
240,Decide American,Animation,Korean,Movie,2022,111,6.5,Low
241,Rule special,Horror,Hindi,Series,2001,47,7.0,High
242,Every large,Action,French,Series,2003,52,7.6,Low
243,Participant sister management,Action,Hindi,Movie,2016,116,7.0,High
244,Life,Thriller,Japanese,Movie,1995,180,6.6,Blockbuster
245,Indeed campaign different,Romance,Spanish,Movie,2003,139,4.6,High
246,Type those,Thriller,German,Movie,1995,170,7.2,High
247,Including baby serious,Crime,English,Series,2004,58,7.4,Blockbuster
248,Skill picture,Fantasy,English,Movie,2014,122,8.2,Blockbuster
249,Table window bed,Animation,Korean,Series,1995,41,9.2,High
250,Which coach,Horror,Hindi,Movie,1999,139,7.9,Blockbuster
251,Or bad goal,Reality,English,Movie,2000,166,7.5,Blockbuster
252,Will already,Drama,English,Movie,2016,153,7.1,Low
253,Next government,Animation,German,Series,2006,25,7.4,Mid
254,Guy,Animation,French,Movie,2006,118,7.2,High
255,Name bad say,Horror,English,Movie,2016,139,7.1,Low
256,Fly strong,Crime,German,Series,2000,59,4.1,High
257,Even song,Documentary,English,Movie,2019,82,5.3,High
258,Protect eat project,Horror,German,Series,2002,44,5.8,Mid
259,Another man list,Comedy,Korean,Series,1998,45,6.9,Mid
260,Feel,Comedy,Hindi,Movie,2013,117,8.2,Mid
261,People,Reality,Korean,Movie,2007,150,6.2,Blockbuster
262,Throughout song,Thriller,Japanese,Movie,2008,156,5.4,High
263,Five find,Sci-fi,French,Movie,2015,93,5.9,High
264,Everybody adult seven,Animation,German,Movie,2007,108,7.8,Blockbuster
265,Type Republican change bank,Horror,Japanese,Movie,2004,137,7.1,Mid
266,Agency decade him,Action,Japanese,Movie,2007,116,8.1,Low
267,Short school,Sci-fi,Hindi,Movie,2019,139,9.1,Mid
268,Edge,Comedy,English,Movie,2007,154,4.9,Blockbuster
269,He star never,Documentary,Hindi,Series,2001,60,5.6,Low
270,Pick really,Action,English,Movie,2014,159,7.1,Low
271,Receive,Reality,English,Series,2008,21,6.7,High
272,Move actually hot,Action,English,Movie,2013,160,6.9,Blockbuster
273,Part full,Sci-fi,French,Movie,1995,175,7.1,Blockbuster
274,Executive join outside,Thriller,English,Movie,2022,100,7.8,Blockbuster
275,Reveal garden,Thriller,Japanese,Movie,2000,140,7.7,Mid
276,Car area couple,Romance,English,Movie,1997,83,5.8,Mid
277,Feel sure me,Horror,English,Movie,2002,167,6.1,Blockbuster
278,Tonight seven subject,Action,English,Series,2009,52,7.6,Low
279,Amount rest painting,Sci-fi,English,Series,2022,30,7.0,Mid
280,Yeah amount collection,Comedy,Hindi,Series,1995,22,7.0,Blockbuster
281,Outside past,Horror,Hindi,Series,2022,44,6.5,Low
282,Stuff state pick,Romance,Japanese,Movie,2023,171,5.4,Low
283,Tend bad,Crime,Spanish,Movie,2015,148,7.5,Low
284,Race treat,Reality,English,Series,1996,38,9.2,Blockbuster
285,Her benefit Mr,Reality,English,Movie,2019,85,5.8,High
286,Full another clear,Animation,English,Movie,2015,163,6.1,Blockbuster
287,Drive probably born,Comedy,English,Series,1998,29,7.9,High
288,Allow yes sometimes,Crime,Hindi,Series,2019,27,6.8,Mid
289,Chair finish,Fantasy,Hindi,Movie,2005,98,7.3,Mid
290,Toward question live weight,Thriller,German,Movie,2003,92,5.6,High
291,Represent fast risk,Comedy,Spanish,Series,2009,51,5.5,Mid
292,Tell quickly,Sci-fi,Hindi,Series,2004,48,6.2,High
293,Truth time,Reality,English,Movie,2003,152,7.3,High
294,Kitchen as,Action,Hindi,Movie,1999,146,6.2,High
295,Second statement occur,Sci-fi,Spanish,Movie,2013,126,6.4,High
296,Office instead,Reality,Spanish,Movie,2000,152,6.8,High
297,Sound young car,Horror,Korean,Movie,2016,117,7.3,Mid
298,Conference force serve,Reality,French,Movie,1999,98,5.7,High
299,Type guy wish,Romance,Korean,Movie,2015,109,6.7,Low
300,See available,Crime,English,Series,2004,29,6.2,Low
301,Feeling can main,Reality,Spanish,Series,2011,53,4.8,Blockbuster
302,Trade accept trade,Action,Spanish,Movie,2006,162,8.0,Mid
303,Husband former spend,Animation,Korean,Movie,2005,146,5.3,High
304,Door how draw,Horror,English,Movie,2015,101,6.5,Blockbuster
305,Hospital,Documentary,Korean,Movie,1995,165,6.1,Low
306,Carry,Romance,Hindi,Series,2001,34,7.5,Mid
307,Thought because plan,Reality,Korean,Series,2020,27,6.3,Mid
308,Study perhaps,Horror,English,Movie,2013,161,7.1,Low
309,Building teacher only or,Animation,English,Series,2023,34,6.1,Mid
310,Around scientist,Drama,English,Series,2007,60,8.0,Low
311,Character,Animation,English,Movie,1997,114,4.9,Low
312,Career part fund,Drama,English,Series,2009,56,5.6,Mid
313,Should least,Reality,French,Movie,2000,168,5.8,Mid
314,Nothing receive happen,Reality,Spanish,Series,2009,31,5.2,Low
315,Off station,Romance,French,Series,2012,37,7.5,Low
316,Among perhaps mouth,Reality,Korean,Series,2021,24,8.7,Mid
317,Cell,Drama,Hindi,Movie,2001,109,6.0,Mid
318,Give spring manage,Crime,English,Series,2010,49,6.8,Low
319,Product election,Drama,Hindi,Series,2005,60,6.9,Low
320,Word opportunity,Comedy,English,Movie,2009,90,8.1,Blockbuster
321,Analysis experience,Animation,English,Movie,2013,107,7.4,Blockbuster
322,While example experience,Drama,German,Movie,2013,135,6.8,Low
323,Different bed newspaper,Horror,Hindi,Series,2019,32,6.7,Blockbuster
324,Night responsibility organization girl,Romance,English,Series,2019,46,8.1,High
325,Morning exist stuff,Action,German,Movie,2005,144,7.8,Blockbuster
326,Seven huge,Fantasy,English,Series,2004,36,7.0,Mid
327,Church collection some,Fantasy,Hindi,Movie,2012,144,8.2,High
328,Change management manager,Comedy,Spanish,Movie,2019,103,7.4,Blockbuster
329,Record here doctor,Animation,English,Series,2010,51,7.3,Mid
330,Bill information cause,Documentary,English,Series,2016,39,7.1,Low
331,Institution language fast,Horror,Hindi,Movie,2005,161,4.3,Mid
332,Serious top,Comedy,Spanish,Movie,2019,109,7.3,Mid
333,Administration culture son,Romance,English,Movie,2005,178,6.5,Blockbuster
334,Hand half,Romance,Hindi,Movie,2024,158,7.4,Mid
335,Hear current,Action,Japanese,Movie,2005,100,7.0,Mid
336,Author,Action,Spanish,Movie,2022,100,6.6,Mid
337,Discover rise week,Animation,Korean,Movie,2010,163,6.7,Blockbuster
338,Market behind institution,Romance,English,Series,2002,36,6.6,Blockbuster
339,Money occur health,Romance,English,Series,2006,29,6.3,High
340,Eight avoid,Sci-fi,English,Series,2021,40,8.0,Blockbuster
341,Opportunity film,Crime,English,Movie,2007,177,6.4,Blockbuster
342,Enter report why,Documentary,Spanish,Movie,1996,132,6.0,High
343,Degree quite floor,Action,Korean,Series,2009,37,5.2,Low
344,On floor least,Thriller,Hindi,Movie,2001,164,8.7,High
345,Value bag poor,Sci-fi,English,Series,1995,40,7.0,Blockbuster
346,Pm mother itself,Sci-fi,English,Series,2012,55,6.6,Mid
347,Summer identify,Crime,Hindi,Movie,2011,136,5.2,High
348,Involve home,Thriller,Spanish,Series,2000,40,7.6,Blockbuster
349,Network crime,Crime,English,Movie,2010,85,5.9,Blockbuster
350,Require manager physical,Reality,Hindi,Series,2010,35,7.6,High
351,Least natural according,Crime,German,Movie,2007,87,6.4,Low
352,Any control drug,Sci-fi,French,Movie,2003,148,7.9,High
353,Suggest soon become,Romance,English,Movie,1998,140,8.5,Mid
354,Each accept,Comedy,English,Movie,2005,179,8.1,Blockbuster
355,Nor clearly,Action,Korean,Movie,2013,118,7.4,Mid
356,Growth major describe sure,Horror,English,Movie,2002,121,6.1,High
357,Real page,Romance,German,Series,2017,21,8.6,Mid
358,Defense radio decision,Comedy,German,Movie,2022,180,6.0,High
359,Eye always than,Sci-fi,Hindi,Movie,2023,178,4.4,Blockbuster
360,Focus several,Thriller,English,Series,2000,40,6.6,Blockbuster
361,Various time least,Sci-fi,Spanish,Movie,2005,105,5.6,High
362,Teacher present election keep,Reality,Japanese,Movie,2024,82,7.4,Mid
363,Perform remember,Documentary,Korean,Movie,2008,130,6.4,Blockbuster
364,Return test,Animation,Korean,Series,1996,52,8.6,High
365,Another draw,Documentary,Spanish,Movie,1996,144,7.7,High
366,Against behind,Horror,Hindi,Series,2004,56,8.6,High
367,Attention,Reality,English,Movie,1997,152,7.2,Low
368,Pattern direction sometimes,Comedy,Spanish,Series,2012,30,7.7,Low
369,Everything catch which,Horror,Hindi,Series,2014,32,6.4,Low
370,Process painting moment,Documentary,Korean,Series,2021,37,7.8,Blockbuster
371,Across pull former fly,Reality,Spanish,Movie,1999,163,5.6,High
372,Foreign environmental,Fantasy,English,Movie,2013,123,6.9,Blockbuster
373,Camera home trip,Reality,Japanese,Movie,2018,135,7.8,Low
374,Food nothing participant,Romance,Hindi,Series,1995,59,7.2,Blockbuster
375,Cut where,Thriller,Korean,Movie,2005,134,7.4,Mid
376,Ahead respond,Thriller,Japanese,Movie,2013,166,7.0,High
377,Small world degree,Fantasy,English,Series,2016,32,6.8,High
378,Contain serve,Reality,Spanish,Movie,2022,153,7.8,Mid
379,Right character campaign last,Action,Hindi,Movie,2001,119,8.6,Mid
380,Despite voice increase,Animation,Japanese,Series,2014,22,6.2,Mid
381,Record almost huge,Comedy,English,Series,2005,40,8.7,Mid
382,Role agreement,Thriller,Korean,Series,2004,30,7.5,Blockbuster
383,About next appear,Thriller,Korean,Movie,2024,107,6.7,High
384,Something friend finish,Horror,English,Movie,1998,128,6.3,Low
385,Me fight picture be,Reality,English,Movie,2022,174,8.0,Mid
386,Push,Horror,English,Series,2009,45,7.4,Mid
387,Social father approach,Documentary,Japanese,Movie,2013,95,7.4,Low
388,Establish push than,Animation,English,Series,2024,57,5.9,Low
389,Sit happen cold,Thriller,French,Series,1998,51,6.6,High
390,Inside he unit,Sci-fi,Hindi,Movie,2008,104,6.4,Mid
391,Store add always,Animation,German,Movie,2006,141,6.3,High
392,Course meet word,Horror,Hindi,Movie,1995,80,6.7,Blockbuster
393,Third somebody watch,Documentary,English,Movie,2022,92,7.0,High
394,Executive language,Romance,English,Series,2021,24,6.5,Blockbuster
395,Organization population decade,Fantasy,Spanish,Movie,2004,109,6.0,Low
396,Understand wonder recognize,Documentary,Spanish,Series,2023,50,8.5,Low
397,Quickly security stuff,Romance,Spanish,Movie,2018,162,6.7,High
398,Success our,Thriller,English,Movie,2000,152,6.5,Low
399,Election trial,Action,French,Series,1999,50,7.5,Low
400,Interview operation per,Thriller,Hindi,Series,2022,38,6.4,High
401,Sport add example,Action,English,Series,2008,31,7.0,Mid
402,Central indicate,Action,Korean,Movie,2018,165,8.4,Mid
403,Fast camera seat,Comedy,English,Series,2020,30,6.7,Low
404,Either herself candidate church,Romance,German,Movie,2007,160,6.3,High
405,One various move,Romance,Hindi,Series,2014,40,6.6,Low
406,Produce travel,Sci-fi,English,Series,1995,50,8.5,Low
407,Pattern none fund,Action,Spanish,Movie,2024,132,6.4,Low
408,Administration record,Crime,German,Movie,2018,147,8.1,Mid
409,Rate join,Drama,English,Series,2006,34,8.1,Low
410,Case cover,Comedy,English,Movie,1998,140,5.5,Blockbuster
411,Will reflect fight marriage,Animation,German,Movie,2009,97,7.5,Low
412,Step upon,Horror,Korean,Movie,2023,112,6.0,Mid
413,Game resource,Animation,English,Movie,2006,158,6.9,Low
414,Receive ask message,Reality,Hindi,Movie,2021,153,6.5,Mid
415,Money training can,Animation,English,Series,1999,29,8.2,Mid
416,Moment national low,Reality,English,Movie,1998,171,6.9,Blockbuster
417,Price win face,Crime,French,Series,1998,35,7.2,Mid
418,Mission his baby,Reality,English,Movie,2016,118,4.6,High
419,Recently eight,Horror,English,Movie,2016,155,7.3,High
420,Husband level woman,Action,Korean,Series,2005,47,7.6,High
421,Movie thank even agency,Crime,Spanish,Series,2018,22,7.1,Blockbuster
422,Middle rather perhaps,Thriller,English,Series,2000,20,6.9,Mid
423,Simple hit third,Thriller,German,Series,2000,45,7.2,High
424,Drop about per,Horror,Japanese,Series,2010,42,8.3,Mid
425,Child house budget,Crime,Korean,Movie,2007,137,7.8,Mid
